antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"colesterol_alto, consume_verduras, mala_salud_fisica_15_30_dias",dificultad_caminar,0.051478240302743616,0.16822374645222327,0.03307710501419111,0.6425453710084998,3.8195878082586114,1.0,0.024417242569695748,2.3269421797515886,0.7782548346179289,0.17723845130219887,0.5702514618963354,0.41958551502973324
"consume_verduras, fuma, mala_salud_fisica_15_30_dias",dificultad_caminar,0.053240302743614,0.16822374645222327,0.033885209713024285,0.6364578705760403,3.7834008812590487,1.0,0.024928926523242956,2.287977613119404,0.7770583608177696,0.1806451612903226,0.5629327864634956,0.418943639447364
mala_salud_fisica_15_30_dias,dificultad_caminar,0.12248896247240618,0.16822374645222327,0.07536660359508042,0.6152930196633734,3.6575871875384784,1.0,0.05476105142892647,2.162103356741682,0.8280188927718666,0.3499789489099197,0.5374874208109028,0.5316535397086639
"diabetes, dificultad_caminar","colesterol_alto, hipertension",0.05172264269946389,0.25488804793440556,0.032217754651529484,0.6228945964484415,2.4437968021503345,1.0,0.0190342712198544,1.975871851869981,0.6230251847939636,0.11741466498103664,0.4938943033913905,0.3746471126380778
"colesterol_alto, diabetes, dificultad_caminar",hipertension,0.037239829706717124,0.4290011037527594,0.032217754651529484,0.8651423732401821,2.016643700149495,1.0,0.01624182660378304,4.234086791874161,0.523626339951917,0.07423049326539694,0.7638215631481273,0.47012092060643657
"diabetes, dificultad_caminar",hipertension,0.05172264269946389,0.4290011037527594,0.042541784925890884,0.8224982851916774,1.9172404872545437,1.0,0.02035271411881127,3.2168641123486656,0.5045117020049523,0.09708702927364651,0.6891382523242832,0.46083151494144514
"colesterol_alto, enfermedad_cardiaca_o_infarto, fuma",hipertension,0.041816461684011354,0.4290011037527594,0.0341966256701356,0.8177790346907993,1.906239931639195,1.0,0.016257317452659757,3.1335521424680413,0.49615449053270855,0.07832108484859426,0.6808733493062662,0.448745621876361
"consume_verduras, diabetes, dificultad_caminar",hipertension,0.03736991485335856,0.4290011037527594,0.03055029959003469,0.8175105485232068,1.9056140913668884,1.0,0.01451856487079723,3.128941928568695,0.4936836965998257,0.07009831854484935,0.6804031449514819,0.44436159243047385
"colesterol_alto, enfermedad_cardiaca_o_infarto",hipertension,0.06603989277830337,0.4290011037527594,0.053863134657836646,0.8156151137109773,1.901195839768818,1.0,0.025531947764230616,3.096777115192628,0.5075326623224267,0.12208938687253168,0.6770836379880064,0.47058494155993325
"colesterol_alto, diabetes, fuma",hipertension,0.050386313465783664,0.4290011037527594,0.04101624093345948,0.8140353622281333,1.897513444854155,1.0,0.019400456842605763,3.070470295259667,0.49809150623662185,0.09356509540852112,0.6743169925650004,0.4548220347330469
"colesterol_alto, consume_frutas, enfermedad_cardiaca_o_infarto",hipertension,0.039281772311573634,0.4290011037527594,0.03189451277199622,0.8119417962870046,1.8926333503210295,1.0,0.015042589092966543,3.0362881542709466,0.49091984630554414,0.0730874502046015,0.6706504952129245,0.443143894311803
"colesterol_alto, consume_verduras, enfermedad_cardiaca_o_infarto",hipertension,0.05042573320719016,0.4290011037527594,0.04092163355408388,0.8115228267667292,1.8916567339053363,1.0,0.01928893835065713,3.0295387311467024,0.49639388880158913,0.0933207479323984,0.6699167468238663,0.45345550227511217
"colesterol_alto, diabetes",hipertension,0.09336959949542731,0.4290011037527594,0.07573714916430148,0.8111542683441695,1.8907976255735963,1.0,0.035681487923810075,3.0236261695757065,0.5196413771514927,0.1695733526327867,0.669271284240695,0.49384864268544054
"colesterol_alto, consume_frutas, diabetes",hipertension,0.05369757174392936,0.4290011037527594,0.0435430463576159,0.8108941418293937,1.8901912716213563,1.0,0.020506728810627217,3.019466989394376,0.49767706116564714,0.09915174363807729,0.6688157202869196,0.45619641162351526
"dificultad_caminar, enfermedad_cardiaca_o_infarto",hipertension,0.039084673604541154,0.4290011037527594,0.031677704194260484,0.810489157841654,1.8892472554307287,1.0,0.014910336078095988,3.013014399303559,0.48983364625966724,0.07258734689453336,0.6681064649969334,0.4421648850892196
"colesterol_alto, consume_verduras, diabetes",hipertension,0.07012771996215705,0.4290011037527594,0.056484547461368655,0.8054525014052838,1.8775068277434543,1.0,0.02639967819393886,2.935010217924994,0.5026268422703626,0.12760708878795973,0.6592856836093116,0.4685588872241573
"consume_frutas, enfermedad_cardiaca_o_infarto","consume_verduras, hipertension",0.05695364238410596,0.3362385682749921,0.03580100914538001,0.6285991140642304,1.8695033032323995,1.0,0.016650997972102313,1.7871832213125076,0.4931873826237354,0.10017316876785459,0.44046027957581213,0.36753706831621663
"actividad_fisica, colesterol_alto, enfermedad_cardiaca_o_infarto",hipertension,0.042025386313465786,0.4290011037527594,0.03361715547146011,0.7999249601350717,1.8646221493082267,1.0,0.01558821835734718,2.8539236909947636,0.4840402957205139,0.07685513959733963,0.6496052073307399,0.4391432131441974
"diabetes, salud_general_regular",hipertension,0.03859192683695995,0.4290011037527594,0.030790760012614316,0.7978549540347293,1.8597969726775962,1.0,0.014234780803612759,2.824698935957799,0.48086438287241384,0.07049130026712873,0.6459799707252979,0.4348140513679513
"consume_frutas, diabetes","consume_verduras, hipertension",0.08157127089246295,0.3362385682749921,0.05100126143172501,0.6252355869134489,1.859499908416518,1.0,0.023573854094471727,1.771143173009102,0.5032736738543414,0.13904053647422945,0.43539290598340524,0.3884586788337014
"actividad_fisica, colesterol_alto, diabetes",hipertension,0.05768290760012614,0.4290011037527594,0.045628350678019555,0.7910202965898996,1.8438654112316177,1.0,0.020882319649897008,2.732317478347244,0.4856762872508123,0.1034525905601187,0.6340103198384943,0.4486899073665208
"colesterol_alto, enfermedad_cardiaca_o_infarto","consume_verduras, hipertension",0.06603989277830337,0.3362385682749921,0.04092163355408388,0.6196502119023458,1.8428885629668932,1.0,0.018716474557273165,1.745134222487297,0.48971427061064343,0.11324439014279637,0.42697817330364163,0.3706771875015205
"enfermedad_cardiaca_o_infarto, fuma, hipertension",colesterol_alto,0.043953011668243454,0.4241209397666351,0.0341966256701356,0.7780269058295964,1.8344458688073542,1.0,0.015555233055826307,2.594364251152331,0.47578859788699596,0.07881634655570294,0.6145491136968014,0.42932816325302353
"colesterol_alto, dificultad_caminar, mala_salud_fisica_15_30_dias",hipertension,0.04588457899716178,0.4290011037527594,0.03577341532639546,0.7796391752577321,1.817336059132965,1.0,0.016088880291382376,2.591199669519643,0.47137278040239233,0.0814675835323267,0.6140783700449529,0.43151343761370464
"colesterol_alto, diabetes","consume_verduras, hipertension",0.09336959949542731,0.3362385682749921,0.056484547461368655,0.6049565143966901,1.7991883486189708,1.0,0.025090087006616753,1.680223711856208,0.4899392536380744,0.15138293151900606,0.4048411571961085,0.3864730049620413
"consume_verduras, enfermedad_cardiaca_o_infarto, hipertension",colesterol_alto,0.05363055818353832,0.4241209397666351,0.04092163355408388,0.7630282984196985,1.7990818817848067,1.0,0.018175790817072407,2.430159619874357,0.46933143695070967,0.09367865361187563,0.5885043962455019,0.4297570319788541
"enfermedad_cardiaca_o_infarto, hipertension",colesterol_alto,0.0706717123935667,0.4241209397666351,0.053863134657836646,0.7621597501115573,1.7970340029212468,1.0,0.02388978158255978,2.42128512942396,0.4772560011858609,0.1221581511778642,0.5869961832054423,0.4445796101637338
"bmi_obesidad_i, diabetes",hipertension,0.04052743614001892,0.4290011037527594,0.031240145064648377,0.770839412508511,1.79682384442712,1.0,0.013853830228310788,2.491697645296215,0.4621939525943323,0.07127760039573684,0.5986671970863788,0.42183003805919717
"colesterol_alto, dificultad_caminar",hipertension,0.09809208451592558,0.4290011037527594,0.07559129612109744,0.7706156566468413,1.7963022703339246,1.0,0.03350968359435641,2.48926708728387,0.491514502650916,0.16742188113884593,0.5982753296709771,0.4734093453822928
"actividad_fisica, enfermedad_cardiaca_o_infarto, hipertension",colesterol_alto,0.04424077578051088,0.4241209397666351,0.03361715547146011,0.7598681279515281,1.7916307748672626,1.0,0.014853716071424845,2.3981783647491857,0.46230187759797814,0.07732622454345973,0.5830168369880255,0.4195656316719468
"colesterol_alto, consume_frutas, dificultad_caminar",hipertension,0.05558577735730054,0.4290011037527594,0.04261668243456323,0.7666832139564569,1.787135760840162,1.0,0.018770322595326155,2.447311682669403,0.4663688977502297,0.09642433485849855,0.5913883764452713,0.43301127223289404
"colesterol_alto, dificultad_caminar, fuma",hipertension,0.05875118259224219,0.4290011037527594,0.04501340271207821,0.7661701556629094,1.7859398238389292,1.0,0.019809080533226404,2.441941908082891,0.4675392007778069,0.10167031714657121,0.5904898488002627,0.4355481161760136
"diabetes, dificultad_caminar, hipertension",colesterol_alto,0.042541784925890884,0.4241209397666351,0.032217754651529484,0.7573202372127502,1.7856233121369862,1.0,0.014174892849410571,2.372999930522518,0.4595202822491825,0.07415842482533345,0.5785924866083721,0.4166419200581694
"colesterol_alto, consume_verduras, dificultad_caminar",hipertension,0.07188584042888678,0.4290011037527594,0.05499448123620309,0.7650252248300067,1.7832709942650955,1.0,0.024155376348015924,2.430043377354652,0.47325291772081474,0.12333574977456373,0.5884847121171142,0.4466085794826048
"consume_frutas, enfermedad_cardiaca_o_infarto, hipertension",colesterol_alto,0.042305266477451905,0.4241209397666351,0.03189451277199622,0.7539135296310101,1.7775909155672376,1.0,0.013951963396501389,2.3401492140948403,0.4567644094736807,0.07339973873285435,0.5726768216415654,0.4145574935009899
"diabetes, fuma",hipertension,0.07220514033427941,0.4290011037527594,0.054970829391359194,0.761314625757493,1.7746216014312437,1.0,0.02399474449133044,2.3922659612444424,0.4704699378891107,0.12318795770355385,0.5819862773619846,0.4447257137645398
"consume_frutas, diabetes, fuma",hipertension,0.04038552507095553,0.4290011037527594,0.03062125512456638,0.7582235236700829,1.767416253798405,1.0,0.01329582029349172,2.3616809414828337,0.45247580189028563,0.06978958906078737,0.5765727781280533,0.4148007785493364
"colesterol_alto, fuma, salud_general_regular",hipertension,0.04093345947650583,0.4290011037527594,0.030932671081677705,0.7556818181818182,1.7614915476239204,1.0,0.013372171785837852,2.3371117613840546,0.4507500501879451,0.07046136163640608,0.5721214464267672,0.41389288053234474
"consume_verduras, diabetes, fuma",hipertension,0.05426915799432356,0.4290011037527594,0.04096893724377168,0.7549211883489504,1.7597185222722043,1.0,0.017687408564473987,2.329858270490741,0.45650123533005954,0.0926267568603335,0.5707893425683064,0.4252098154298391
"diabetes, fuma, hipertension",colesterol_alto,0.054970829391359194,0.4241209397666351,0.04101624093345948,0.7461455718895662,1.759275484724049,1.0,0.01770196111224485,2.268540535297818,0.4566887491210838,0.09362824054494245,0.5591879517071453,0.4214272022063663
"colesterol_alto, salud_general_regular",hipertension,0.07119205298013245,0.4290011037527594,0.053662093976663515,0.753765227021041,1.757023980654951,1.0,0.02312062466976177,2.318920635535229,0.46388040267161,0.1201755005473357,0.5687648879931632,0.4394256856695957
"enfermedad_cardiaca_o_infarto, fuma",hipertension,0.058345159255755286,0.4290011037527594,0.043953011668243454,0.7533274778731166,1.75600358899606,1.0,0.01892287394889391,2.3148054405246246,0.4572005190086573,0.09912873399715504,0.5679982505253828,0.42789089346338477
diabetes,hipertension,0.13933301797540207,0.4290011037527594,0.10487228003784295,0.7526735698523171,1.7544793317970009,1.0,0.045098261537192395,2.3086853107704153,0.4996477641967266,0.22628029020761922,0.5668530503768412,0.49856523506353
"actividad_fisica, colesterol_alto, dificultad_caminar",hipertension,0.049377168085777356,0.4290011037527594,0.03710580258593504,0.7514769279897813,1.7516899640026804,1.0,0.015922942976951026,2.297568960614499,0.45141217606565603,0.08408818852620106,0.5647573512951082,0.41898520888825547
"colesterol_alto, consume_verduras, salud_general_regular",hipertension,0.052105014191106906,0.4290011037527594,0.03910832544938505,0.750567408079891,1.7495698764273009,1.0,0.016755216850346994,2.2891912073387997,0.4519814451425537,0.08848081622460445,0.5631644937329169,0.42086438565973433
enfermedad_cardiaca_o_infarto,hipertension,0.09418558814254178,0.4290011037527594,0.0706717123935667,0.75034528941531,1.7490521186345167,1.0,0.030265991122813474,2.2871545059573046,0.47279193502069966,0.15617540986462708,0.5627754935683967,0.4575403959504304
"consume_frutas, diabetes",hipertension,0.08157127089246295,0.4290011037527594,0.06114001892147587,0.7495288261731019,1.7471489458103306,1.0,0.02614585367409393,2.279699046892561,0.46562018301843244,0.13603831175665718,0.5613456077182242,0.44602299306063875
"consume_verduras, enfermedad_cardiaca_o_infarto, fuma",hipertension,0.0439490696941028,0.4290011037527594,0.03283664459161148,0.7471522109606243,1.741609064463435,1.0,0.01398244518393443,2.2582712643705167,0.4453929358211819,0.07460948695901405,0.5571834014020697,0.41184715455730453
"consume_verduras, diabetes",hipertension,0.1053926206244087,0.4290011037527594,0.07857931251970987,0.7455864751645721,1.7379593400632978,1.0,0.033365761944442705,2.24437319759868,0.4746356398280145,0.1723932163520163,0.5544413018877927,0.46437728227625547
"consume_frutas, consume_verduras, diabetes",hipertension,0.06842084515925576,0.4290011037527594,0.05100126143172501,0.7454053119778764,1.7375370493393092,1.0,0.021648643338707644,2.242776157991255,0.45564856365147044,0.11424484317603842,0.5541240277426299,0.4321445326945957
"consume_verduras, enfermedad_cardiaca_o_infarto",hipertension,0.07194891201513719,0.4290011037527594,0.05363055818353832,0.7453977646285338,1.7375194564956624,1.0,0.022764395515234292,2.242709673833577,0.4573744721172065,0.11989319327434877,0.5541108099423991,0.4352051995642646
"actividad_fisica, diabetes, fuma",hipertension,0.0439963733837906,0.4290011037527594,0.03278145695364238,0.7450945255801451,1.7368126073856343,1.0,0.013906964210877688,2.2400417156469072,0.4437563141118326,0.07446675143721904,0.5535797422811801,0.4107539907761792
"consume_frutas, enfermedad_cardiaca_o_infarto",hipertension,0.05695364238410596,0.4290011037527594,0.042305266477451905,0.7428017718715393,1.7314682068968021,1.0,0.01787209103193051,2.2200732112433075,0.4479689273285396,0.09535741259051934,0.5495644040315365,0.4207075964632945
derrame_cerebral,hipertension,0.04057079785556607,0.4290011037527594,0.030057552822453485,0.7408666925767586,1.7269575441552538,1.0,0.012652635762285556,2.203494803215823,0.43874729710396965,0.06838810360909808,0.5461754670169494,0.40546536900291313
"colesterol_alto, fuma, mala_salud_fisica_15_30_dias",hipertension,0.04278618732261116,0.4290011037527594,0.031689530116682435,0.7406486088078128,1.726449191689402,1.0,0.013334208529909925,2.201641925352593,0.43958461697170503,0.0720056608505607,0.5457935332332255,0.4072583936632031
"colesterol_alto, mala_salud_fisica_15_30_dias",hipertension,0.06984783979817093,0.4290011037527594,0.05169504888047934,0.7401094869913651,1.725192500711846,1.0,0.0217302485123181,2.1970747975254836,0.45192018937362,0.11560907664368705,0.5448493601008589,0.430305228201046
"actividad_fisica, colesterol_alto, salud_general_regular",hipertension,0.04061810154525387,0.4290011037527594,0.03002995900346894,0.7393245341614907,1.723362778543283,1.0,0.012604748608213368,2.19045890801622,0.43750994477801436,0.06831367977402143,0.5434746589674008,0.4046621292498363
"diabetes, salud_general_buena",hipertension,0.05304714601072217,0.4290011037527594,0.039198990854619996,0.7389462733150034,1.7224810538969397,1.0,0.016441706665086396,2.187284983432712,0.44293872563884046,0.0885154261095583,0.5428122043655209,0.4151594886408885
"consume_frutas, consume_verduras, enfermedad_cardiaca_o_infarto",hipertension,0.04850993377483444,0.4290011037527594,0.03580100914538001,0.7380139769218268,1.7203078744225253,1.0,0.01499019401300277,2.179501370105007,0.4400557770209724,0.08105093125574504,0.541179457963901,0.41073299899119486
"bmi_obesidad_ii, colesterol_alto",hipertension,0.040992589088615576,0.4290011037527594,0.030156102175969726,0.7356476584286951,1.714791994690674,1.0,0.012570236211270323,2.159991823235742,0.43465659079566216,0.06856190288408108,0.537035284466047,0.4029707110197487
"actividad_fisica, enfermedad_cardiaca_o_infarto",hipertension,0.06031220435193945,0.4290011037527594,0.04424077578051088,0.7335294117647059,1.7098543694830475,1.0,0.018366773543766878,2.142821464945494,0.44180085397335517,0.099401271854463,0.533325563347651,0.418327248954512
"actividad_fisica, diabetes",hipertension,0.08785477767265847,0.4290011037527594,0.06433301797540208,0.7322654462242564,1.7069080704423394,1.0,0.02664322138387832,2.132705279145677,0.4540344646337616,0.14216523223805708,0.5311119591730079,0.4411127376303173
"colesterol_alto, consume_verduras, mala_salud_fisica_15_30_dias",hipertension,0.051478240302743616,0.4290011037527594,0.037689214758751186,0.7321387548816908,1.7066127533873077,1.0,0.01560499284962439,2.1316965654924855,0.43651501457581265,0.08511755855671388,0.5308900824874341,0.4099960881521448
"actividad_fisica, consume_frutas, diabetes",hipertension,0.05504178492589089,0.4290011037527594,0.040271207820876696,0.7316479266633245,1.7054686346098202,1.0,0.01665822133514751,2.127797594956023,0.4377451751879612,0.09074758385446276,0.5300304867481216,0.4127599822236855
"diabetes, hipertension",colesterol_alto,0.10487228003784295,0.4241209397666351,0.07573714916430148,0.7221846338896406,1.702779953017669,1.0,0.0312586191991818,2.072884118312601,0.4610795171546626,0.16709571932998207,0.5175803648811617,0.4503795249826673
"actividad_fisica, consume_verduras, enfermedad_cardiaca_o_infarto",hipertension,0.04852964364553768,0.4290011037527594,0.03537921791233049,0.7290228251157501,1.6993495325268402,1.0,0.014559947223666742,2.10718447592919,0.4325300748789365,0.08001604778674273,0.5254331021212383,0.4057458261792444
"diabetes, dificultad_caminar",colesterol_alto,0.05172264269946389,0.4241209397666351,0.037239829706717124,0.7199908543556132,1.6976074200716784,1.0,0.015303173877806612,2.0566437532177413,0.433349645635653,0.08490540601267245,0.5137709200072007,0.40389779819396965
"actividad_fisica, consume_verduras, diabetes",hipertension,0.07033664459161149,0.4290011037527594,0.05119836013875749,0.7279045003642884,1.6967427216312994,1.0,0.021023861974690607,2.0985238528814647,0.4417033906503512,0.11424650786390345,0.5234745611173737,0.4236238450695364
"consume_verduras, diabetes, hipertension",colesterol_alto,0.07857931251970987,0.4241209397666351,0.056484547461368655,0.7188221129728103,1.6948517405632675,1.0,0.023157415589293184,2.0480951269744687,0.44494105204287143,0.12658574507933143,0.5117414289846772,0.4260011987845528
"enfermedad_cardiaca_o_infarto, fuma",colesterol_alto,0.058345159255755286,0.4241209397666351,0.041816461684011354,0.7167083305182081,1.6898678261737416,1.0,0.017071057909626434,2.032813253163375,0.4335322505173849,0.09489730193945467,0.5080708970960103,0.40765196897874606
"consume_verduras, enfermedad_cardiaca_o_infarto, fuma",colesterol_alto,0.0439490696941028,0.4241209397666351,0.03142935982339956,0.7151314019194548,1.6861497154866791,1.0,0.012789639082867336,2.021560340850689,0.42563930518717796,0.07197992181786995,0.5053325988878512,0.39461805664003524
"consume_frutas, diabetes, hipertension",colesterol_alto,0.06114001892147587,0.4241209397666351,0.0435430463576159,0.7121856866537718,1.6792042549128536,1.0,0.017612284075289697,2.000870121912968,0.4308201863398164,0.09857659185221544,0.50021743588038,0.40742613328608324
"bmi_sobrepeso, diabetes",hipertension,0.04214758751182592,0.4290011037527594,0.03030195521917376,0.7189487467265244,1.6758668927361706,1.0,0.012220593656084421,2.0316539762647237,0.4210397064932381,0.06873580485362234,0.5077901986840596,0.39479124662314696
"actividad_fisica, diabetes, hipertension",colesterol_alto,0.06433301797540208,0.4241209397666351,0.045628350678019555,0.7092524509803921,1.6722882189468067,1.0,0.018343370636268192,1.980684143942785,0.4296581620285342,0.10303909699473011,0.49512394338181437,0.4084178995149751
"dificultad_caminar, salud_general_regular",hipertension,0.05752917060864081,0.4290011037527594,0.04086250394197414,0.7102919007811429,1.6556878165760993,1.0,0.016182426252886427,1.9709455751731852,0.4201948679824169,0.09168826344233438,0.4926293183351191,0.40277112382779867
enfermedad_cardiaca_o_infarto,colesterol_alto,0.09418558814254178,0.4241209397666351,0.06603989277830337,0.7011677060226844,1.6532258614924538,1.0,0.0260938126228153,1.9270978131870846,0.43620632017487904,0.14601982027525254,0.48108498014110973,0.42843887805990577
"consume_verduras, enfermedad_cardiaca_o_infarto",colesterol_alto,0.07194891201513719,0.4241209397666351,0.05042573320719016,0.7008547008547008,1.6524878522629263,1.0,0.01991069302814323,1.9250814299229624,0.42546346311875366,0.11315247100865981,0.4805414542697979,0.40987470197162457
"diabetes, fuma",colesterol_alto,0.07220514033427941,0.4241209397666351,0.050386313465783664,0.6978216956925261,1.6453365779970446,1.0,0.01976260149122731,1.9057591230884452,0.4227460584321857,0.11298905645032972,0.4752747144773392,0.40831172710196284
"actividad_fisica, enfermedad_cardiaca_o_infarto",colesterol_alto,0.06031220435193945,0.4241209397666351,0.042025386313465786,0.6967973856209151,1.6429214412387072,1.0,0.016445717524323885,1.8993208927722536,0.41644487874052205,0.09499242626748643,0.47349602491846576,0.39794279965954343
"actividad_fisica, consume_verduras, enfermedad_cardiaca_o_infarto",colesterol_alto,0.04852964364553768,0.4241209397666351,0.03379454430778934,0.6963691008041588,1.6419116235744533,1.0,0.013212106238303985,1.8966418166219778,0.41089437915809174,0.07700599125115648,0.47275231873720136,0.38802524339684663
"dificultad_caminar, hipertension, mala_salud_fisica_15_30_dias",colesterol_alto,0.051458530432040364,0.4241209397666351,0.03577341532639546,0.6951892140340127,1.6391296652707785,1.0,0.013948775040548509,1.8893001388002886,0.41107336948650863,0.081339069642377,0.4707034740202776,0.38976820889820457
"fuma, hipertension, mala_salud_fisica_15_30_dias",colesterol_alto,0.04569930621255124,0.4241209397666351,0.031689530116682435,0.6934356939532477,1.634995184002936,1.0,0.012307497419131976,1.8784935130234663,0.406975920533068,0.07232893967339961,0.4676585289930102,0.3840769197615222
"consume_verduras, diabetes, fuma",colesterol_alto,0.05426915799432356,0.4241209397666351,0.03755124566382845,0.6919445049756665,1.6314792317408249,1.0,0.014534559374931942,1.8694003825118453,0.4092700549676741,0.08518134344373704,0.46506911555440233,0.39024175458373345
"consume_frutas, consume_verduras, enfermedad_cardiaca_o_infarto",colesterol_alto,0.04850993377483444,0.4241209397666351,0.03349889624724062,0.6905574516496018,1.6282088123957486,1.0,0.012924817546640602,1.861020933621793,0.405498885437706,0.07628434725625903,0.46266053114519906,0.3847708766552607
"consume_frutas, enfermedad_cardiaca_o_infarto",colesterol_alto,0.05695364238410596,0.4241209397666351,0.039281772311573634,0.6897148394241417,1.6262220860956424,1.0,0.015126539980493754,1.8559671341181472,0.408333944085197,0.08891446722701073,0.4611973554827281,0.39116705527638385
"dificultad_caminar, fuma, hipertension",colesterol_alto,0.06561021759697257,0.4241209397666351,0.04501340271207821,0.6860730593607306,1.6176354313895227,1.0,0.017186735566556786,1.834436570052464,0.4086236232108807,0.10121791235285776,0.4548734928614074,0.3961032360033849
"bmi_obesidad_i, colesterol_alto, fuma",hipertension,0.05158467360454115,0.4290011037527594,0.03575764742983286,0.6931835549442152,1.6158083251545867,1.0,0.013627765516758872,1.8610439741697113,0.40184368789219993,0.08038531069440998,0.46266718364559806,0.38826725000240747
salud_general_mala,hipertension,0.04762298959318827,0.4290011037527594,0.033010091453800065,0.6931545401870707,1.6157406918620596,1.0,0.012579776354316126,1.8608679971844928,0.40014490304536626,0.07441174379754034,0.4626163696119191,0.38505047117045416
"fuma, hipertension, salud_general_regular",colesterol_alto,0.04520261747082939,0.4241209397666351,0.030932671081677705,0.6843115025725997,1.613482001028126,1.0,0.011761294480037824,1.824200326987844,0.3982231291642016,0.07055956694931258,0.45181459228701054,0.37862255613057116
"actividad_fisica, diabetes, fuma",colesterol_alto,0.0439963733837906,0.4241209397666351,0.03008908861557868,0.6838992921781203,1.6125100839265882,1.0,0.011429305389721641,1.8218214827847468,0.3973299146999861,0.06869212285927699,0.4510987989495825,0.377421943957841
"hipertension, mala_salud_fisica_15_30_dias",colesterol_alto,0.07627719962157048,0.4241209397666351,0.05169504888047934,0.6777260981912144,1.5979548158223948,1.0,0.019344291294211648,1.78692428087165,0.4050999686098646,0.11520992383177982,0.44037919753812593,0.3998068083319746
"dificultad_caminar, mala_salud_fisica_15_30_dias",hipertension,0.07536660359508042,0.4290011037527594,0.051458530432040364,0.6827762958313719,1.5915490423187055,1.0,0.01912617430365418,1.799988111681944,0.4019769535838904,0.11361776942225005,0.4444407751862426,0.40136297080296784
"consume_verduras, hipertension, mala_salud_fisica_15_30_dias",colesterol_alto,0.056043046357615894,0.4241209397666351,0.037689214758751186,0.6725047478370965,1.5856438218002866,1.0,0.013920185270174034,1.7584348366275235,0.39126926662616374,0.08517822302600515,0.43131244947473546,0.3806845290244586
"dificultad_caminar, fuma, mala_salud_fisica_15_30_dias",hipertension,0.04707111321349732,0.4290011037527594,0.03194575843582466,0.6786701281299723,1.5819775804611946,1.0,0.011752198912363211,1.7769866614772734,0.38605167220664305,0.07192941970070828,0.4372495744179286,0.3765677869605379
